id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,is_new_manager,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_turnover_intention,propensity_score,retention_3month,retention_6month,retention_9month,retention_12month,manager_efficacy_index,workload_index_mgr,turnover_intention_index_mgr
4636,292,0,Middle East & Africa,Commercial,Marketing,Meets,Female,34,10,0,8,18,2.7,2.7,1.0,0.0422,0,0,0,0,3.0,2.7,2.4
4637,217,0,Middle East & Africa,Commercial,Data Science,Exceeds,Male,37,4,0,11,39,4.3,2.5,1.9,0.0743,0,0,0,0,2.9,5.0,1.0
4638,134,1,Europe,R&D,Marketing,Meets,Female,46,9,0,8,11,3.6,2.1,2.5,0.0977,1,1,1,1,3.8,2.8,1.4
4639,342,0,Middle East & Africa,Commercial,Data Science,Meets,Male,47,13,0,10,21,2.6,4.4,2.3,0.0422,1,1,1,1,3.6,3.8,4.1
4640,695,0,Middle East & Africa,Digital,Human Resources,Meets,Male,37,7,1,6,19,0.0,2.1,3.8,0.0853,1,1,1,1,4.8,2.6,4.3
4641,94,0,Asia Pacific,R&D,Human Resources,Meets,Male,41,3,0,10,27,3.4,2.6,2.2,0.0977,0,0,0,0,3.8,2.9,1.4
4642,849,0,North America,HR,Quality Assurance,Exceeds,Male,40,12,0,9,14,2.9,3.7,2.1,0.0677,1,1,1,1,4.0,2.1,2.9
4643,175,0,North America,R&D,Sales,Meets,Male,31,17,0,6,33,4.0,2.1,3.6,0.0977,1,1,1,1,4.9,1.9,4.2
4644,50,0,Asia Pacific,R&D,Medical Affairs,Meets,Non-Binary/Other,41,12,0,10,14,3.2,3.7,2.6,0.0977,1,1,1,1,2.1,4.5,3.8
4645,701,0,Asia Pacific,HR,Pharmacovigilance,Far Exceeds,Male,28,9,0,12,27,1.0,3.1,4.1,0.1168,1,1,1,1,2.3,3.7,3.6
4646,1046,0,Asia Pacific,Finance,Communications,Meets,Female,43,14,0,9,22,3.3,1.0,2.3,0.0331,1,1,1,1,2.5,1.8,1.0
4647,615,0,North America,Digital,Sales,Below,Male,41,16,0,5,11,1.9,4.2,2.7,0.0,1,1,1,1,3.7,3.5,1.6
4648,910,0,Middle East & Africa,Finance,IT & Digital,Meets,Female,28,9,0,9,25,2.6,4.0,1.0,0.0331,1,1,1,1,3.1,3.4,1.0
4649,892,0,Asia Pacific,Finance,Legal & Compliance,Meets,Female,32,11,0,6,10,2.2,2.3,2.5,0.0331,1,1,1,0,2.9,1.0,4.0
4650,928,0,Europe,Finance,Medical Affairs,Meets,Female,28,25,0,9,20,3.1,2.4,2.4,0.0331,1,1,1,1,5.0,2.1,3.2
4651,356,0,Asia Pacific,Manufacturing,Quality Assurance,Far Below,Male,32,1,0,11,19,1.9,2.7,1.0,0.0,1,1,1,1,3.5,1.9,1.8
4652,889,0,Latin America,Finance,Quality Assurance,Meets,Female,39,5,0,8,11,2.2,3.8,2.2,0.0331,1,1,1,1,3.2,5.0,2.7
4653,412,0,Asia Pacific,Manufacturing,Quality Assurance,Meets,Male,48,11,0,8,15,4.4,3.6,2.9,0.0348,0,0,0,0,3.4,3.8,2.4
4654,771,0,North America,HR,Medical Affairs,Below,Female,41,16,0,11,24,3.4,3.4,1.1,0.0,0,0,0,0,2.0,1.4,3.2
4655,633,0,Asia Pacific,Digital,Finance & Accounting,Meets,Female,36,9,0,11,12,3.0,4.0,3.5,0.0853,1,1,1,1,3.0,4.7,3.7
4656,991,0,Latin America,Finance,Clinical Operations,Meets,Male,42,8,0,7,11,2.7,2.0,1.5,0.0331,1,1,1,1,3.8,3.0,1.0
4657,177,0,Europe,Commercial,Regulatory Affairs,Meets,Male,42,17,0,12,16,2.5,2.1,2.9,0.0422,1,1,1,1,3.8,3.3,3.5
4658,808,0,Middle East & Africa,HR,Medical Affairs,Meets,Male,47,17,0,6,22,4.9,4.5,4.5,0.0383,1,1,1,1,3.6,4.2,1.9
4659,521,0,Asia Pacific,Manufacturing,Market Access,Meets,Female,43,2,0,10,21,3.0,2.5,3.0,0.0348,1,1,1,1,2.3,3.6,1.7
4660,584,0,Latin America,Digital,Regulatory Affairs,Meets,Female,38,6,0,11,25,1.6,2.8,2.3,0.0853,1,1,1,1,3.4,3.2,2.1
4661,174,0,Latin America,R&D,Human Resources,Meets,Male,29,14,0,11,18,2.5,2.8,2.7,0.0977,1,0,0,0,2.8,1.1,3.3
4662,554,0,Europe,Digital,Market Access,Below,Male,46,11,0,11,18,4.2,2.7,3.9,0.0,1,1,1,1,4.4,3.4,2.2
4663,560,0,North America,Digital,Legal & Compliance,Meets,Male,37,20,0,10,14,4.5,3.1,2.5,0.0853,1,1,1,1,4.3,3.5,2.1
4664,968,0,Asia Pacific,Finance,Legal & Compliance,Exceeds,Male,33,17,0,11,25,1.7,2.8,1.3,0.0588,1,1,1,0,2.0,4.6,1.1
4665,949,0,Latin America,Finance,Data Science,Meets,Female,28,22,0,11,20,2.6,3.7,2.0,0.0331,1,1,1,1,3.3,4.4,2.5
4666,432,0,Europe,Manufacturing,Pharmacovigilance,Meets,Female,31,19,0,9,11,2.2,4.8,2.1,0.0348,0,0,0,0,4.4,3.7,3.2
4667,463,0,Middle East & Africa,Manufacturing,Communications,Meets,Female,40,12,0,8,24,1.9,2.9,2.4,0.0348,1,1,1,1,2.1,4.1,2.3
4668,986,0,Latin America,Finance,Pharmacovigilance,Far Below,Female,36,10,0,6,9,3.8,4.1,4.0,0.0,1,1,1,1,2.8,4.3,3.9
4669,903,0,Europe,Finance,Legal & Compliance,Meets,Female,44,11,0,11,18,3.5,3.1,2.2,0.0331,1,1,1,1,3.4,3.1,2.3
4670,280,0,North America,Commercial,Communications,Below,Female,48,11,0,10,11,3.1,2.7,4.7,0.0,1,1,1,1,3.2,3.2,5.0
4671,203,0,North America,Commercial,Human Resources,Exceeds,Female,28,14,0,6,24,2.9,2.0,2.1,0.0743,1,1,1,1,2.8,3.7,1.7
4672,836,0,Latin America,HR,Pharmacovigilance,Meets,Female,32,13,0,7,13,3.7,2.6,1.3,0.0383,1,1,1,1,4.0,1.5,1.2
4673,906,0,Latin America,Finance,Supply Chain,Meets,Female,39,7,0,7,15,3.7,1.0,1.9,0.0331,1,1,1,1,4.1,3.1,2.1
4674,43,0,Asia Pacific,R&D,Communications,Below,Female,47,25,1,7,13,0.0,3.6,2.6,0.0,1,1,1,1,3.6,3.2,3.2
4675,239,0,Europe,Commercial,Medical Affairs,Exceeds,Male,33,6,0,11,23,3.5,3.4,1.8,0.0743,1,1,1,1,4.1,2.3,2.1
4676,491,0,Latin America,Manufacturing,Clinical Operations,Far Exceeds,Female,39,8,0,7,11,5.0,3.0,4.3,0.1069,1,1,1,1,5.0,2.6,2.2
4677,558,0,Asia Pacific,Digital,Data Science,Below,Female,31,3,1,5,13,0.0,2.1,1.0,0.0,1,1,1,1,2.6,3.8,1.0
4678,823,0,Asia Pacific,HR,Communications,Meets,Male,37,24,0,6,17,2.4,3.1,1.5,0.0383,1,1,1,1,1.8,4.1,2.5
4679,190,0,Latin America,Commercial,Legal & Compliance,Far Below,Female,39,10,0,10,25,4.0,3.3,1.0,0.0,1,1,0,0,3.8,2.3,2.1
4680,652,0,North America,Digital,Quality Assurance,Meets,Male,36,12,1,12,31,0.0,3.1,2.3,0.0853,1,1,1,1,3.0,4.7,1.8
4681,639,0,Europe,Digital,Medical Affairs,Meets,Female,48,10,0,11,19,5.0,2.4,3.0,0.0853,1,1,1,1,5.0,4.0,3.2
4682,288,0,Europe,Commercial,Market Access,Meets,Female,45,8,0,7,18,2.7,3.1,1.6,0.0422,0,0,0,0,3.4,3.1,3.2
4683,16,0,North America,R&D,Market Access,Far Below,Male,36,15,0,8,11,3.9,1.8,2.4,0.0,1,1,1,1,3.5,2.1,2.4
4684,5,0,Latin America,R&D,Regulatory Affairs,Meets,Female,36,10,0,9,19,3.1,3.7,1.8,0.0977,1,1,1,1,4.1,3.8,2.4
4685,709,0,Europe,HR,Legal & Compliance,Meets,Female,43,15,0,7,10,3.9,3.5,2.6,0.0383,1,1,1,1,4.1,2.8,2.7
4686,84,0,Latin America,R&D,Quality Assurance,Meets,Female,38,2,0,8,9,1.5,4.7,3.3,0.0977,1,1,1,1,3.6,3.0,4.6
4687,815,0,Latin America,HR,Supply Chain,Meets,Male,38,10,0,11,25,3.2,2.0,2.6,0.0383,1,1,1,1,3.3,1.2,1.9
4688,490,0,Asia Pacific,Manufacturing,Human Resources,Below,Male,34,5,0,5,11,3.2,2.7,4.0,0.0,1,1,1,1,2.2,2.0,4.2
4689,254,0,North America,Commercial,Market Access,Meets,Female,42,12,0,7,20,2.5,2.9,1.5,0.0422,1,1,1,1,2.5,3.3,3.9
4690,558,0,Latin America,Digital,Pharmacovigilance,Meets,Male,34,5,0,7,18,3.6,2.1,3.9,0.0853,1,1,1,1,2.9,2.6,4.9
4691,848,0,Middle East & Africa,HR,Regulatory Affairs,Meets,Female,34,10,1,12,24,0.0,2.1,1.0,0.0383,1,1,1,1,3.5,2.6,1.0
4692,132,0,North America,R&D,Communications,Below,Female,40,13,0,6,22,3.3,2.8,3.3,0.0,1,1,1,1,3.2,2.5,4.3
4693,738,1,Europe,HR,Sales,Meets,Non-Binary/Other,39,6,0,8,12,3.0,1.8,1.4,0.0383,1,1,1,1,3.6,2.6,2.3
4694,923,0,Asia Pacific,Finance,Marketing,Far Exceeds,Male,38,4,1,5,12,0.0,3.9,1.0,0.1022,1,1,1,1,2.3,3.9,2.7
4695,719,1,Europe,HR,Finance & Accounting,Far Exceeds,Male,28,29,0,9,17,3.5,2.8,2.8,0.1168,1,1,1,1,5.0,3.7,3.5
4696,30,0,Europe,R&D,Regulatory Affairs,Meets,Female,39,9,0,8,19,3.7,3.4,2.7,0.0977,0,0,0,0,3.8,1.9,3.4
4697,925,0,North America,Finance,Communications,Meets,Male,28,15,0,7,18,2.8,3.3,1.0,0.0331,1,1,1,1,2.7,3.3,1.1
4698,1030,0,Europe,Finance,Regulatory Affairs,Meets,Female,44,18,0,5,17,2.6,3.3,2.0,0.0331,0,0,0,0,2.9,2.8,3.1
4699,161,0,Latin America,R&D,Finance & Accounting,Below,Female,35,10,0,11,17,3.2,3.6,2.6,0.0,1,1,1,1,2.3,3.4,2.6
4700,1016,0,Europe,Finance,Communications,Meets,Female,39,6,0,8,16,3.7,2.6,3.3,0.0331,1,1,1,1,3.1,1.5,2.3
4701,225,0,Asia Pacific,Commercial,Legal & Compliance,Below,Male,35,18,0,7,20,3.8,5.0,3.8,0.0,1,1,1,1,3.6,4.4,2.9
4702,610,0,Asia Pacific,Digital,Legal & Compliance,Meets,Male,40,5,0,12,22,2.9,3.0,2.4,0.0853,1,1,1,1,3.4,4.2,3.0
4703,330,0,Middle East & Africa,Commercial,Market Access,Exceeds,Male,31,24,0,5,12,2.4,2.3,2.8,0.0743,1,1,1,1,3.6,3.5,2.9
4704,302,0,Asia Pacific,Commercial,Legal & Compliance,Far Exceeds,Male,49,6,1,5,28,0.0,1.8,3.4,0.1275,1,1,1,1,3.6,2.6,3.9
4705,109,0,Europe,R&D,Medical Affairs,Exceeds,Female,34,16,0,8,22,3.3,1.7,3.4,0.1648,1,1,1,1,3.4,3.6,3.1
4706,153,0,Asia Pacific,R&D,Communications,Below,Male,43,10,0,5,8,1.5,5.0,3.2,0.0,0,0,0,0,2.4,4.9,2.5
4707,689,0,North America,Digital,Quality Assurance,Exceeds,Female,31,15,0,12,14,3.2,3.3,4.0,0.1452,1,1,1,1,3.2,1.7,3.0
4708,835,0,Asia Pacific,HR,Communications,Below,Female,36,12,0,11,15,2.3,2.4,3.8,0.0,1,1,0,0,2.6,3.2,1.7
4709,290,0,Latin America,Commercial,Legal & Compliance,Meets,Male,33,16,0,9,18,3.0,2.3,2.7,0.0422,1,1,1,1,3.5,1.5,1.4
4710,930,0,North America,Finance,Communications,Meets,Female,34,7,0,8,22,3.0,3.7,1.9,0.0331,0,0,0,0,3.4,5.0,3.7
4711,661,0,Middle East & Africa,Digital,Finance & Accounting,Meets,Female,41,12,0,9,15,2.7,2.3,2.9,0.0853,1,1,1,1,2.2,4.2,2.5
4712,226,0,Latin America,Commercial,Human Resources,Far Exceeds,Male,41,29,0,5,7,2.9,3.5,4.0,0.1275,1,1,0,0,2.9,3.2,4.1
4713,844,0,Europe,HR,Sales,Meets,Male,40,4,0,6,19,4.3,3.7,1.8,0.0383,1,1,1,1,4.8,3.1,3.9
4714,969,0,Europe,Finance,Pharmacovigilance,Meets,Female,33,16,0,6,17,3.0,3.3,4.0,0.0331,1,1,1,1,3.7,3.7,2.2
4715,346,0,Europe,Commercial,Medical Affairs,Below,Female,39,36,0,5,23,5.0,1.3,2.3,0.0,1,1,1,1,4.3,2.6,2.3
4716,425,0,Latin America,Manufacturing,Data Science,Exceeds,Female,33,29,0,9,24,2.8,4.4,1.0,0.0616,0,0,0,0,2.5,4.4,1.1
4717,623,0,Latin America,Digital,Market Access,Meets,Male,47,14,0,12,17,2.3,3.6,2.0,0.0853,1,1,1,1,2.0,1.3,1.9
4718,58,0,Latin America,R&D,Communications,Meets,Male,32,18,0,10,13,4.2,5.0,1.4,0.0977,1,1,1,1,3.8,3.9,2.1
4719,345,0,North America,Commercial,Quality Assurance,Meets,Male,35,31,0,11,18,2.4,3.7,1.6,0.0422,1,1,1,1,1.7,3.6,1.0
4720,969,0,North America,Finance,Clinical Operations,Meets,Male,38,19,0,9,13,2.9,2.4,5.0,0.0331,1,0,0,0,2.7,2.9,2.5
4721,988,0,Europe,Finance,Pharmacovigilance,Meets,Female,32,10,1,9,18,0.0,2.8,2.2,0.0331,1,1,1,1,1.8,3.9,2.9
4722,580,0,Asia Pacific,Digital,Medical Affairs,Meets,Female,42,10,0,6,19,3.1,3.0,2.9,0.0853,1,1,1,1,3.1,3.8,3.0
4723,696,0,Europe,Digital,Human Resources,Meets,Female,45,5,0,11,25,5.0,2.8,3.0,0.0853,1,1,1,1,5.0,2.4,3.3
4724,1000,0,Middle East & Africa,Finance,Pharmacovigilance,Far Exceeds,Male,33,18,1,6,12,0.0,2.5,2.5,0.1022,0,0,0,0,2.9,3.8,3.0
4725,896,0,North America,Finance,Quality Assurance,Exceeds,Male,34,36,0,9,12,3.2,3.3,1.3,0.0588,1,1,1,1,2.7,3.0,1.4
4726,926,0,Latin America,Finance,Data Science,Below,Female,45,13,0,7,13,2.8,2.5,1.6,0.0,1,1,1,1,2.9,2.3,1.8
4727,262,0,North America,Commercial,Data Science,Far Below,Female,39,9,0,7,9,2.1,4.5,1.9,0.0,1,1,1,1,1.7,3.1,1.2
4728,900,0,Latin America,Finance,Legal & Compliance,Meets,Female,37,11,0,8,16,5.0,1.7,1.9,0.0331,1,1,1,1,3.9,1.6,1.3
4729,100,0,Middle East & Africa,R&D,Pharmacovigilance,Meets,Male,33,9,0,11,16,1.5,2.9,3.0,0.0977,1,1,1,0,1.0,4.2,3.5
4730,1002,1,Middle East & Africa,Finance,Data Science,Meets,Female,36,4,1,6,21,0.0,2.2,2.6,0.0331,1,1,1,1,4.0,2.3,4.0
4731,64,0,North America,R&D,Medical Affairs,Meets,Female,37,5,0,8,23,3.2,2.9,2.3,0.0977,1,1,1,1,3.4,4.6,2.6
4732,289,0,Latin America,Commercial,Pharmacovigilance,Exceeds,Non-Binary/Other,42,6,1,6,16,0.0,3.9,2.7,0.0743,1,1,0,0,4.0,1.0,2.4
4733,609,0,Middle East & Africa,Digital,IT & Digital,Meets,Non-Binary/Other,38,8,0,11,17,4.7,3.6,1.6,0.0853,1,1,1,1,4.7,3.9,2.6
4734,142,0,Europe,R&D,Medical Affairs,Meets,Non-Binary/Other,33,18,0,11,36,2.3,4.6,1.5,0.0977,1,1,1,1,2.1,3.9,2.6
4735,310,0,Europe,Commercial,Human Resources,Exceeds,Female,35,11,0,5,12,3.7,1.9,2.9,0.0743,1,1,1,1,2.4,4.4,2.2
4736,1004,0,Latin America,Finance,Data Science,Meets,Female,31,3,1,12,20,0.0,1.6,2.0,0.0331,1,1,1,1,2.7,2.9,1.8
4737,229,0,North America,Commercial,Legal & Compliance,Meets,Male,37,18,0,11,18,5.0,2.1,3.0,0.0422,1,1,1,1,4.9,3.9,3.1
4738,907,0,Middle East & Africa,Finance,Supply Chain,Meets,Female,52,8,0,9,19,3.2,1.8,4.2,0.0331,1,1,1,1,3.4,2.9,2.0
4739,352,0,North America,Commercial,Marketing,Meets,Male,53,14,0,7,15,2.2,3.5,3.9,0.0422,1,1,1,1,1.3,4.5,3.8
4740,614,1,Europe,Digital,Clinical Operations,Meets,Male,40,25,0,9,14,3.1,3.9,2.9,0.0853,1,1,1,1,3.4,1.7,2.5
4741,9,0,Middle East & Africa,R&D,Legal & Compliance,Meets,Female,28,10,0,6,9,3.6,4.4,2.8,0.0977,1,1,1,1,3.4,4.0,3.5
4742,612,0,North America,Digital,Market Access,Meets,Female,44,20,0,5,14,4.8,1.6,3.8,0.0853,1,1,1,1,5.0,4.0,2.7
4743,498,0,Asia Pacific,Manufacturing,Quality Assurance,Meets,Female,42,18,0,11,18,3.0,2.4,4.2,0.0348,0,0,0,0,4.9,4.2,4.7
4744,1036,0,Latin America,Finance,Clinical Operations,Meets,Male,54,11,0,11,15,2.7,1.8,3.0,0.0331,1,1,1,1,3.2,2.4,4.3
4745,84,0,Latin America,R&D,Medical Affairs,Meets,Female,38,9,0,9,17,4.2,2.1,4.7,0.0977,1,1,1,1,3.9,1.8,3.5
4746,694,0,Asia Pacific,Digital,Marketing,Meets,Female,35,6,0,12,33,3.3,3.6,3.5,0.0853,1,0,0,0,3.6,2.2,3.0
4747,160,0,Europe,R&D,Marketing,Exceeds,Female,32,12,0,11,17,3.3,1.2,2.9,0.1648,1,1,1,1,4.0,1.6,2.5
4748,447,0,Middle East & Africa,Manufacturing,Supply Chain,Meets,Female,43,20,0,6,8,3.5,2.0,1.6,0.0348,1,1,1,1,2.8,3.2,2.7
4749,770,0,Latin America,HR,Legal & Compliance,Below,Female,37,8,0,6,30,1.6,3.0,3.8,0.0,1,1,1,1,2.2,3.0,4.5
4750,960,0,Asia Pacific,Finance,Human Resources,Meets,Female,36,19,0,9,24,3.2,1.3,2.2,0.0331,1,1,1,1,3.2,3.0,1.7
4751,992,0,Asia Pacific,Finance,IT & Digital,Meets,Male,35,17,0,12,25,2.8,4.2,3.0,0.0331,1,0,0,0,3.3,3.2,1.9
4752,270,0,Europe,Commercial,Legal & Compliance,Meets,Male,51,7,1,5,6,0.0,2.4,1.0,0.0422,1,1,1,1,3.2,5.0,2.6
4753,911,0,Europe,Finance,Sales,Below,Male,36,6,0,10,23,3.5,4.9,1.7,0.0,1,1,1,1,3.3,4.9,3.2
4754,905,0,North America,Finance,Sales,Below,Male,42,21,0,8,19,1.1,3.2,3.8,0.0,1,1,1,1,2.6,4.7,3.2
4755,549,0,Latin America,Digital,Medical Affairs,Meets,Male,41,18,0,7,9,2.4,2.7,1.2,0.0853,1,1,1,1,2.7,2.6,3.6
4756,978,0,North America,Finance,Marketing,Meets,Female,28,15,0,8,13,3.3,2.0,3.6,0.0331,1,1,1,1,3.5,1.3,3.7
4757,987,0,Asia Pacific,Finance,Supply Chain,Exceeds,Male,51,2,0,11,25,3.7,2.0,1.6,0.0588,1,1,1,1,4.3,3.5,1.8
4758,451,0,Middle East & Africa,Manufacturing,Market Access,Meets,Male,28,7,0,6,11,3.2,1.9,1.3,0.0348,1,1,1,1,2.9,2.1,2.0
4759,410,0,Middle East & Africa,Manufacturing,Communications,Meets,Male,33,12,0,9,12,2.1,3.5,2.4,0.0348,1,1,1,1,3.1,4.1,2.5
4760,46,1,Europe,R&D,Market Access,Exceeds,Female,35,6,0,7,11,2.9,4.2,1.0,0.1648,1,1,1,1,3.8,4.3,1.8
4761,168,0,Middle East & Africa,R&D,Clinical Operations,Below,Female,34,5,1,5,14,0.0,3.6,1.7,0.0,1,1,1,1,5.0,3.5,2.4
4762,1006,0,Middle East & Africa,Finance,Pharmacovigilance,Meets,Male,37,13,0,9,16,4.2,1.7,3.4,0.0331,1,0,0,0,4.2,2.7,1.3
4763,932,0,Middle East & Africa,Finance,Communications,Below,Male,33,14,0,5,10,2.8,3.1,3.9,0.0,1,1,1,1,2.9,4.5,3.0
4764,258,0,Asia Pacific,Commercial,Legal & Compliance,Meets,Female,46,14,0,12,17,2.2,2.9,2.4,0.0422,1,1,1,1,3.0,2.6,2.8
4765,92,0,Middle East & Africa,R&D,Quality Assurance,Below,Female,42,7,0,7,36,4.8,2.8,3.9,0.0,1,1,1,1,4.3,4.6,3.7
4766,540,0,Middle East & Africa,Digital,Supply Chain,Below,Female,34,17,1,12,23,0.0,1.1,1.9,0.0,1,1,1,1,4.9,3.4,2.0
4767,949,0,Middle East & Africa,Finance,Pharmacovigilance,Exceeds,Female,33,7,1,12,29,0.0,1.0,2.0,0.0588,1,1,1,1,5.0,2.0,2.9
4768,688,0,North America,Digital,Data Science,Meets,Female,35,10,0,7,20,3.2,2.5,1.4,0.0853,1,1,1,1,2.6,2.3,2.4
4769,958,0,Asia Pacific,Finance,Market Access,Exceeds,Female,33,19,0,11,23,2.2,2.3,1.4,0.0588,1,1,1,1,3.0,3.6,3.9
4770,619,0,Europe,Digital,Medical Affairs,Meets,Male,31,12,0,11,19,3.5,4.1,3.0,0.0853,1,1,1,1,3.0,5.0,3.8
4771,825,0,North America,HR,Supply Chain,Meets,Female,44,9,0,8,10,3.3,3.8,1.6,0.0383,1,1,1,1,3.8,2.7,2.6
4772,643,0,Latin America,Digital,Marketing,Far Below,Female,36,7,1,8,21,0.0,3.4,2.7,0.0,1,1,1,1,3.4,1.9,3.0
4773,43,0,Asia Pacific,R&D,Legal & Compliance,Meets,Male,40,10,0,12,19,2.6,2.4,1.9,0.0977,1,1,1,1,3.7,2.7,1.2
4774,961,0,Asia Pacific,Finance,Finance & Accounting,Meets,Male,38,10,0,9,50,2.7,4.4,3.9,0.0331,1,0,0,0,3.6,1.9,3.7
4775,176,0,Latin America,R&D,Regulatory Affairs,Far Below,Female,47,7,1,5,17,0.0,4.8,2.3,0.0,1,1,1,1,3.9,3.8,3.3
4776,624,0,Latin America,Digital,Regulatory Affairs,Meets,Male,43,9,0,8,17,3.7,3.7,3.0,0.0853,1,0,0,0,2.7,4.5,2.6
4777,368,0,Latin America,Manufacturing,Market Access,Meets,Female,40,8,1,10,15,0.0,2.6,1.2,0.0348,0,0,0,0,4.5,3.8,1.5
4778,435,0,Europe,Manufacturing,Supply Chain,Meets,Female,52,23,0,5,17,3.1,2.9,3.1,0.0348,1,1,1,1,2.7,2.3,3.1
4779,381,0,Middle East & Africa,Manufacturing,Pharmacovigilance,Meets,Male,34,4,0,11,26,3.5,5.0,2.1,0.0348,1,1,1,1,3.1,3.7,1.3
4780,996,0,Asia Pacific,Finance,Human Resources,Far Exceeds,Male,37,4,0,8,9,3.1,3.4,2.9,0.1022,1,1,0,0,3.0,2.5,1.9
4781,230,0,Middle East & Africa,Commercial,Communications,Below,Non-Binary/Other,42,7,0,11,26,2.2,4.3,2.6,0.0,1,1,1,1,3.3,3.9,2.1
4782,880,0,Middle East & Africa,HR,IT & Digital,Meets,Male,43,9,1,12,25,0.0,2.8,2.7,0.0383,1,1,1,1,3.6,1.9,1.0
4783,591,0,Latin America,Digital,Pharmacovigilance,Meets,Male,33,7,1,12,18,0.0,2.2,3.6,0.0853,1,0,0,0,3.6,2.2,3.9
4784,354,0,Europe,Commercial,Supply Chain,Below,Male,38,36,0,12,19,3.6,2.3,2.4,0.0,1,1,1,1,3.4,5.0,1.9
4785,430,0,North America,Manufacturing,Human Resources,Meets,Non-Binary/Other,38,11,0,10,21,1.9,1.0,4.2,0.0348,1,1,1,0,3.6,3.2,3.0
4786,613,0,Europe,Digital,Quality Assurance,Meets,Female,52,12,0,11,21,4.0,2.5,2.4,0.0853,1,1,1,1,4.3,2.3,1.9
4787,325,0,Middle East & Africa,Commercial,Market Access,Below,Female,42,8,1,10,21,0.0,4.9,2.2,0.0,1,1,1,1,3.8,5.0,1.2
4788,103,0,Europe,R&D,Data Science,Below,Male,44,7,0,7,20,2.5,3.3,3.8,0.0,1,1,1,1,2.9,3.4,3.5
4789,387,0,Latin America,Manufacturing,Clinical Operations,Exceeds,Male,36,9,1,10,26,0.0,2.7,1.7,0.0616,0,0,0,0,2.8,1.0,1.2
4790,261,0,North America,Commercial,Supply Chain,Below,Male,33,9,0,8,14,3.3,2.0,2.9,0.0,1,0,0,0,4.3,3.1,1.6
4791,995,0,Latin America,Finance,Quality Assurance,Meets,Female,35,12,0,6,7,5.0,3.6,4.2,0.0331,1,1,1,1,4.1,3.3,4.1
4792,86,0,North America,R&D,Regulatory Affairs,Below,Male,41,10,1,8,18,0.0,3.6,1.8,0.0,0,0,0,0,4.5,3.5,2.2
4793,410,0,Middle East & Africa,Manufacturing,Communications,Below,Female,47,6,0,9,35,3.4,3.6,1.0,0.0,0,0,0,0,5.0,4.1,1.0
4794,802,0,North America,HR,Pharmacovigilance,Meets,Female,29,20,0,7,12,2.2,2.5,4.2,0.0383,1,1,1,1,3.1,1.8,2.6
4795,478,0,North America,Manufacturing,Medical Affairs,Meets,Male,50,19,0,12,17,3.5,2.7,4.1,0.0348,1,1,1,1,2.1,1.0,3.3
4796,900,0,North America,Finance,Market Access,Meets,Non-Binary/Other,43,20,0,6,17,4.2,3.1,2.7,0.0331,1,1,1,0,4.5,5.0,2.6
4797,735,0,Europe,HR,Human Resources,Below,Male,44,24,0,9,14,4.2,1.8,1.4,0.0,1,1,1,1,4.7,1.4,2.7
4798,735,0,Europe,HR,Pharmacovigilance,Exceeds,Male,44,18,1,8,17,0.0,4.2,4.3,0.0677,1,1,1,1,4.5,3.5,2.6
4799,822,0,Middle East & Africa,HR,Finance & Accounting,Meets,Female,36,33,0,9,14,3.5,2.0,3.1,0.0383,1,1,1,1,3.2,2.0,3.4
4800,584,0,North America,Digital,Data Science,Below,Male,37,3,1,5,18,0.0,5.0,3.4,0.0,1,1,1,1,4.3,4.4,2.2
4801,590,0,Asia Pacific,Digital,Quality Assurance,Meets,Male,42,5,1,5,10,0.0,3.3,2.6,0.0853,1,1,1,1,3.2,1.9,2.4
4802,870,0,Middle East & Africa,HR,Human Resources,Below,Female,37,7,1,10,23,0.0,3.5,3.9,0.0,1,1,1,1,3.4,3.1,3.6
4803,18,0,North America,R&D,Regulatory Affairs,Meets,Male,39,2,1,10,13,0.0,1.8,3.6,0.0977,1,1,1,1,2.8,1.0,4.2
4804,844,0,North America,HR,Communications,Meets,Non-Binary/Other,34,23,0,12,22,3.9,3.3,3.8,0.0383,1,1,1,1,4.1,1.6,2.4
4805,289,0,Europe,Commercial,Legal & Compliance,Below,Male,43,5,1,12,14,0.0,4.0,3.0,0.0,0,0,0,0,3.7,3.7,2.8
4806,878,0,Middle East & Africa,HR,Data Science,Below,Male,37,15,0,10,16,3.1,3.4,2.4,0.0,1,1,1,1,4.4,3.0,2.9
4807,569,0,North America,Digital,Clinical Operations,Meets,Female,36,7,0,9,24,2.1,3.2,2.6,0.0853,1,1,1,1,2.9,3.5,2.3
4808,592,0,North America,Digital,Sales,Exceeds,Male,33,6,0,10,13,4.0,2.8,2.5,0.1452,0,0,0,0,4.5,2.8,1.2
4809,262,0,Middle East & Africa,Commercial,Medical Affairs,Below,Female,34,11,0,5,11,5.0,3.5,1.7,0.0,1,1,1,1,4.5,2.9,1.9
4810,273,0,Asia Pacific,Commercial,Finance & Accounting,Below,Male,30,12,1,7,14,0.0,2.7,1.6,0.0,1,1,1,1,4.2,2.9,2.3
4811,478,0,Middle East & Africa,Manufacturing,Clinical Operations,Meets,Male,41,16,0,7,20,2.8,3.4,1.0,0.0348,1,1,1,1,3.8,2.5,1.5
