id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_stay_intention,propensity_score,exit_date,manager_efficacy_index,workload_index_mgr,stay_intention_index_mgr
5008,721,0,Asia Pacific,HR,Regulatory Affairs,Below,Male,40,17,6,8,3.1,4.68,1.93,0.0,2026-08-17,3.5,5.0,2.0
5009,1024,0,Latin America,Finance,Medical Affairs,Meets,Female,40,20,12,18,1.91,3.12,1.05,0.0331,,2.3,4.1,2.8
5010,815,0,Latin America,HR,Market Access,Meets,Female,42,9,9,11,4.69,4.18,2.41,0.0383,2026-01-20,,,
5011,582,0,Asia Pacific,Digital,Finance & Accounting,Far Exceeds,Female,48,14,12,16,2.4,2.18,3.49,0.2363,,3.5,2.3,3.1
5012,892,0,Middle East & Africa,Finance,Finance & Accounting,Exceeds,Female,32,13,8,12,2.99,2.75,1.85,0.0588,,3.3,1.9,3.1
5013,249,0,Europe,Commercial,Clinical Operations,Meets,Female,39,11,7,7,2.52,4.95,2.83,0.0422,,2.9,3.8,3.1
5014,539,0,Middle East & Africa,Digital,Regulatory Affairs,Meets,Female,42,13,11,13,2.61,4.51,1.49,0.0853,2026-02-01,,,
5015,786,0,Middle East & Africa,HR,Supply Chain,Meets,Male,42,6,10,21,2.44,4.37,1.0,0.0383,,3.9,3.5,1.1
5016,913,0,Asia Pacific,Finance,Clinical Operations,Meets,Male,36,14,12,16,2.92,3.18,1.0,0.0331,,3.4,2.7,2.0
5017,607,0,Latin America,Digital,IT & Digital,Exceeds,Female,40,15,8,11,3.49,4.08,2.94,0.1452,2026-02-06,,,
5018,723,0,Middle East & Africa,HR,Clinical Operations,Far Below,Male,38,8,5,26,3.56,4.9,3.63,0.0,,2.8,2.6,4.4
5019,171,0,Latin America,R&D,Regulatory Affairs,Meets,Male,42,12,5,10,4.0,4.39,3.13,0.0977,,3.9,4.2,4.4
5020,18,0,North America,R&D,Medical Affairs,Exceeds,Female,38,12,8,23,2.95,2.95,1.36,0.1648,,3.2,3.4,1.4
5021,449,0,Latin America,Manufacturing,Supply Chain,Below,Female,38,6,5,17,1.1,4.48,4.26,0.0,2026-12-16,1.4,3.4,4.0
5022,319,0,Europe,Commercial,Medical Affairs,Far Exceeds,Male,40,12,5,18,4.21,2.63,3.42,0.1275,,3.1,2.9,2.8
5023,151,0,Europe,R&D,Sales,Far Below,Female,35,16,5,22,4.08,1.69,3.77,0.0,,4.1,3.9,3.5
5024,819,0,Middle East & Africa,HR,Medical Affairs,Exceeds,Male,33,6,12,25,2.77,2.46,3.72,0.0677,,3.2,3.6,4.0
5025,649,0,Latin America,Digital,Medical Affairs,Meets,Male,30,10,5,14,3.98,2.85,3.38,0.0853,,5.0,3.0,2.4
5026,979,0,Middle East & Africa,Finance,Pharmacovigilance,Below,Male,37,10,11,11,3.49,3.46,2.41,0.0,2026-06-19,,,
5027,656,0,Asia Pacific,Digital,Communications,Below,Male,34,5,5,26,3.5,3.41,1.88,0.0,,3.6,2.5,2.9
5028,403,0,Europe,Manufacturing,Marketing,Meets,Female,36,12,7,17,3.6,2.16,3.2,0.0348,,2.8,2.0,3.1
5029,601,0,Middle East & Africa,Digital,IT & Digital,Exceeds,Male,45,9,7,24,2.45,1.89,2.1,0.1452,2026-02-17,,,
5030,36,0,Asia Pacific,R&D,Data Science,Meets,Female,36,12,5,10,2.77,3.18,2.92,0.0977,,2.1,4.7,3.7
5031,567,0,Middle East & Africa,Digital,Marketing,Exceeds,Female,46,5,10,22,3.65,1.09,2.73,0.1452,,4.6,2.6,2.4
5032,21,0,Latin America,R&D,Finance & Accounting,Exceeds,Male,40,3,10,26,3.25,3.95,2.17,0.1648,,4.8,5.0,3.6
5033,16,0,Latin America,R&D,Supply Chain,Far Below,Male,36,8,10,25,3.28,2.92,2.93,0.0,,3.8,2.6,3.7
5034,260,0,Latin America,Commercial,Supply Chain,Meets,Male,32,1,11,29,4.18,1.74,3.1,0.0422,2026-03-11,,,
5035,365,0,Latin America,Manufacturing,Quality Assurance,Meets,Female,37,6,10,18,1.07,2.97,2.5,0.0348,,3.1,1.9,4.0
5036,767,0,North America,HR,Finance & Accounting,Meets,Male,36,16,8,17,4.3,3.55,1.0,0.0383,,3.4,1.6,2.9
5037,79,0,Asia Pacific,R&D,Medical Affairs,Below,Female,45,15,5,9,3.38,3.37,2.59,0.0,,2.7,1.9,1.8
5038,914,0,Asia Pacific,Finance,Clinical Operations,Meets,Male,50,6,9,13,3.26,4.31,2.15,0.0331,,3.7,4.6,2.8
5039,380,0,Latin America,Manufacturing,Marketing,Meets,Female,44,18,8,11,3.59,3.54,1.48,0.0348,2026-06-23,,,
5040,789,0,North America,HR,Quality Assurance,Meets,Female,34,22,5,22,2.96,3.27,4.55,0.0383,,3.2,3.6,3.4
5041,1003,0,Latin America,Finance,Sales,Meets,Female,38,7,9,14,2.38,2.82,1.9,0.0331,,2.7,3.2,1.0
5042,618,0,North America,Digital,Finance & Accounting,Exceeds,Female,37,3,8,19,3.85,2.31,3.99,0.1452,,3.5,3.1,3.1
5043,427,0,Latin America,Manufacturing,Data Science,Far Below,Female,34,10,9,14,4.7,2.77,2.71,0.0,,4.4,1.8,2.3
5044,933,0,Europe,Finance,Medical Affairs,Meets,Female,37,27,11,22,4.23,4.22,2.55,0.0331,,3.5,3.7,1.1
5045,449,0,Europe,Manufacturing,Quality Assurance,Meets,Female,37,12,12,19,4.21,2.43,3.28,0.0348,2026-05-10,,,
5046,459,0,Middle East & Africa,Manufacturing,Marketing,Far Below,Female,49,45,8,47,1.99,5.0,4.48,0.0,,3.1,5.0,2.5
5047,581,0,Latin America,Digital,Finance & Accounting,Meets,Female,40,18,9,16,3.99,2.27,2.71,0.0853,,2.9,2.2,3.3
5048,656,1,Asia Pacific,Digital,Communications,Meets,Male,43,5,11,26,2.89,4.18,2.19,0.0853,2026-02-10,,,
5049,443,0,Middle East & Africa,Manufacturing,Finance & Accounting,Meets,Male,44,10,7,21,2.8,4.57,3.29,0.0348,,2.7,3.0,3.7
5050,961,0,Europe,Finance,Sales,Below,Male,43,13,9,10,3.26,1.56,3.74,0.0,,5.0,3.2,2.4
5051,316,0,Latin America,Commercial,Finance & Accounting,Meets,Female,46,4,7,30,4.48,4.16,3.22,0.0422,,3.3,4.4,2.2
5052,133,0,Middle East & Africa,R&D,Pharmacovigilance,Meets,Male,36,7,5,24,2.53,2.71,3.58,0.0977,,3.6,3.5,2.7
5053,576,0,Latin America,Digital,Market Access,Meets,Female,44,25,12,19,2.98,1.51,3.76,0.0853,,3.1,2.5,2.9
5054,180,0,Europe,Commercial,Data Science,Below,Male,50,15,10,17,2.12,1.53,3.8,0.0,,2.5,2.2,3.1
5055,590,0,Middle East & Africa,Digital,Supply Chain,Exceeds,Male,34,2,5,8,1.76,3.91,2.67,0.1452,2026-12-19,3.1,5.0,2.3
5056,470,0,Europe,Manufacturing,Pharmacovigilance,Exceeds,Male,36,19,8,21,2.99,4.29,4.08,0.0616,,3.4,5.0,2.7
5057,254,0,North America,Commercial,Human Resources,Meets,Male,36,10,6,24,4.24,3.0,2.41,0.0422,2026-02-08,,,
5058,1004,0,Europe,Finance,Finance & Accounting,Meets,Female,51,15,12,21,4.32,4.68,4.07,0.0331,,2.8,3.3,2.6
5059,1023,0,Latin America,Finance,Human Resources,Below,Male,32,16,5,14,3.48,1.36,4.31,0.0,2026-04-14,,,
5060,773,0,Asia Pacific,HR,IT & Digital,Exceeds,Male,39,13,8,19,3.34,3.18,3.58,0.0677,,3.4,4.1,2.8
5061,117,0,Europe,R&D,Medical Affairs,Below,Female,41,7,10,14,2.75,3.64,3.76,0.0,,3.5,4.2,2.8
5062,46,0,Asia Pacific,R&D,Market Access,Far Below,Male,35,9,7,13,1.9,3.63,3.71,0.0,,2.5,3.2,3.3
5063,530,0,North America,Digital,Market Access,Meets,Male,32,11,7,11,2.11,1.3,2.79,0.0853,,2.2,1.9,3.7
5064,3,0,Middle East & Africa,R&D,Data Science,Meets,Female,33,7,6,10,4.4,3.6,3.29,0.0977,,3.9,3.3,3.3
5065,706,0,Middle East & Africa,HR,Clinical Operations,Meets,Male,36,11,11,24,2.13,2.95,4.33,0.0383,,4.3,2.5,4.1
5066,1021,0,Asia Pacific,Finance,Pharmacovigilance,Below,Male,35,8,11,19,1.81,3.55,1.71,0.0,,1.0,2.3,1.0
5067,251,0,Middle East & Africa,Commercial,Finance & Accounting,Meets,Male,47,6,10,15,2.61,1.87,4.0,0.0422,,2.8,2.8,3.6
5068,302,0,Europe,Commercial,Clinical Operations,Meets,Female,35,13,7,28,1.62,4.37,1.0,0.0422,2026-03-12,,,
5069,915,0,Asia Pacific,Finance,Regulatory Affairs,Meets,Male,35,26,8,16,4.18,3.5,2.15,0.0331,,3.8,3.9,3.4
5070,493,0,Latin America,Manufacturing,Pharmacovigilance,Meets,Male,40,9,9,26,3.23,3.32,2.86,0.0348,,2.8,4.5,4.8
5071,953,0,Europe,Finance,Sales,Meets,Male,40,8,8,15,2.9,3.91,2.64,0.0331,2026-02-09,,,
5072,211,1,Europe,Commercial,Medical Affairs,Meets,Male,25,16,12,22,3.63,3.89,3.73,0.0422,,4.6,3.4,4.3
5073,636,1,Europe,Digital,Pharmacovigilance,Meets,Male,33,10,8,24,3.94,3.84,1.17,0.0853,,5.0,3.3,2.4
5074,730,0,Latin America,HR,Pharmacovigilance,Meets,Male,35,9,9,17,3.34,3.35,3.29,0.0383,2026-01-05,,,
5075,992,0,North America,Finance,Regulatory Affairs,Meets,Female,32,13,7,9,3.29,3.19,1.87,0.0331,,4.2,3.4,2.5
5076,466,0,Middle East & Africa,Manufacturing,Data Science,Meets,Male,44,17,10,15,2.18,2.65,3.62,0.0348,,3.2,4.7,3.0
5077,532,0,Asia Pacific,Digital,IT & Digital,Far Below,Female,29,13,5,7,2.72,2.38,1.57,0.0,,2.5,4.3,2.4
5078,1039,0,North America,Finance,Data Science,Meets,Female,44,17,12,16,3.87,2.91,3.08,0.0331,,3.7,3.7,2.2
5079,595,0,Asia Pacific,Digital,Sales,Meets,Female,25,9,12,17,3.27,3.86,4.1,0.0853,,3.5,3.4,1.0
5080,880,0,Middle East & Africa,Finance,Finance & Accounting,Meets,Female,38,33,8,13,4.35,3.92,2.01,0.0331,2026-02-01,,,
5081,655,0,Latin America,Digital,Data Science,Below,Female,47,15,11,14,4.04,1.0,2.69,0.0,,3.5,2.4,3.8
5082,48,0,Europe,R&D,Market Access,Exceeds,Female,34,11,11,12,1.59,3.8,2.58,0.1648,,2.8,3.7,3.1
5083,649,0,Europe,Digital,Marketing,Meets,Male,38,9,5,11,3.67,1.44,2.35,0.0853,,4.6,1.6,3.7
5084,30,1,Latin America,R&D,Regulatory Affairs,Meets,Male,44,9,8,15,3.28,2.75,2.61,0.0977,,2.8,2.7,2.8
5085,316,0,North America,Commercial,Marketing,Far Below,Male,44,13,6,16,1.68,3.9,1.14,0.0,,1.1,2.4,1.2
5086,156,0,North America,R&D,Marketing,Meets,Male,40,2,6,10,1.53,2.54,3.2,0.0977,,2.9,2.8,3.1
5087,542,1,Asia Pacific,Digital,Regulatory Affairs,Meets,Female,37,6,7,16,2.68,2.61,2.44,0.0853,,3.5,3.5,2.2
5088,808,0,Latin America,HR,Marketing,Exceeds,Female,37,11,8,11,2.95,2.57,2.56,0.0677,,4.3,1.9,2.3
5089,731,0,North America,HR,Marketing,Meets,Male,30,10,11,26,3.94,3.2,3.6,0.0383,,5.0,3.7,4.3
5090,191,0,Latin America,Commercial,Marketing,Meets,Female,32,4,12,22,2.36,2.01,2.07,0.0422,,3.9,2.2,3.6
5091,642,0,Middle East & Africa,Digital,IT & Digital,Meets,Male,38,3,10,11,4.72,3.53,2.76,0.0853,,3.3,3.4,2.4
5092,169,0,Europe,R&D,Finance & Accounting,Meets,Female,40,14,10,12,3.85,4.05,1.0,0.0977,,5.0,5.0,2.0
5093,740,0,Europe,HR,Legal & Compliance,Exceeds,Female,53,17,10,30,3.16,4.77,4.74,0.0677,,3.8,4.2,4.1
5094,900,0,Europe,Finance,Sales,Meets,Male,43,10,8,21,3.61,2.63,4.0,0.0331,,4.1,1.7,3.9
5095,392,0,Latin America,Manufacturing,Supply Chain,Meets,Female,36,10,11,24,4.89,4.36,2.36,0.0348,,3.4,3.6,3.1
5096,694,0,Latin America,Digital,Finance & Accounting,Below,Female,41,19,12,23,3.1,2.96,4.61,0.0,,3.0,1.8,4.0
5097,893,0,Asia Pacific,Finance,Communications,Meets,Female,27,12,8,15,3.12,2.69,3.12,0.0331,,3.4,3.4,3.9
5098,1022,0,Europe,Finance,IT & Digital,Below,Male,39,3,8,22,3.72,3.16,1.0,0.0,,3.6,3.6,2.2
5099,621,0,Asia Pacific,Digital,Sales,Meets,Female,42,15,8,13,2.29,3.07,1.89,0.0853,,3.0,3.7,1.4
5100,378,0,Europe,Manufacturing,Human Resources,Meets,Female,42,4,10,31,3.25,3.29,3.24,0.0348,,3.1,1.8,4.0
5101,783,0,Asia Pacific,HR,Clinical Operations,Far Below,Female,38,23,12,13,2.72,1.49,2.18,0.0,,3.9,4.1,1.9
5102,438,0,Asia Pacific,Manufacturing,IT & Digital,Meets,Male,41,9,10,27,4.01,3.12,2.2,0.0348,,4.9,3.7,1.8
5103,223,0,Middle East & Africa,Commercial,Pharmacovigilance,Meets,Male,36,27,10,26,3.23,2.43,3.11,0.0422,,2.6,3.7,3.3
5104,78,0,Asia Pacific,R&D,Data Science,Meets,Female,40,5,9,18,3.99,4.76,3.65,0.0977,,3.2,5.0,3.4
5105,90,0,Latin America,R&D,Regulatory Affairs,Far Below,Male,32,7,5,11,3.07,2.26,1.93,0.0,2026-11-14,1.9,3.9,3.5
5106,966,0,Asia Pacific,Finance,Market Access,Meets,Male,31,9,8,10,2.04,2.41,4.65,0.0331,,1.0,3.1,2.7
5107,704,0,Europe,HR,Marketing,Meets,Male,46,4,8,17,4.62,2.47,2.55,0.0383,,3.5,2.1,3.3
5108,514,0,Asia Pacific,Manufacturing,Quality Assurance,Meets,Male,37,25,7,11,2.53,2.77,2.66,0.0348,,3.7,2.1,1.5
5109,876,0,North America,Finance,Regulatory Affairs,Meets,Male,41,4,7,17,3.35,3.61,2.6,0.0331,2026-08-10,3.0,2.0,3.3
5110,657,0,Europe,Digital,Medical Affairs,Exceeds,Male,33,6,8,19,3.54,2.28,1.43,0.1452,2026-01-25,,,
5111,1002,0,North America,Finance,Regulatory Affairs,Far Below,Male,31,9,12,30,4.01,3.61,1.98,0.0,,4.3,3.5,5.0
5112,548,0,Europe,Digital,IT & Digital,Meets,Female,35,12,6,12,4.55,2.06,1.23,0.0853,,4.2,2.6,1.7
5113,575,0,Latin America,Digital,IT & Digital,Meets,Female,41,16,5,9,3.01,3.85,1.34,0.0853,,2.9,3.8,2.3
5114,310,0,Latin America,Commercial,Pharmacovigilance,Exceeds,Male,26,16,6,10,2.49,4.11,1.67,0.0743,,3.1,3.3,2.3
5115,228,0,Latin America,Commercial,Market Access,Meets,Female,39,22,5,23,1.32,1.68,2.3,0.0422,,1.1,2.1,1.8
5116,588,0,North America,Digital,Finance & Accounting,Meets,Male,42,29,8,12,3.14,2.59,1.81,0.0853,2026-11-13,4.2,3.0,2.4
5117,759,0,Middle East & Africa,HR,Communications,Below,Male,33,16,8,11,1.28,3.78,2.18,0.0,2026-09-21,1.8,3.7,2.4
5118,215,0,Europe,Commercial,Regulatory Affairs,Exceeds,Male,39,6,9,21,2.38,2.26,2.8,0.0743,,4.2,3.5,2.4
5119,184,0,Latin America,Commercial,Market Access,Meets,Female,39,5,7,10,3.19,3.48,1.93,0.0422,,3.7,4.1,3.1
5120,31,0,Europe,R&D,Regulatory Affairs,Meets,Female,33,20,12,16,4.51,2.3,2.65,0.0977,,5.0,3.0,1.4
5121,879,0,North America,Finance,Legal & Compliance,Below,Male,37,17,6,17,3.1,3.64,4.32,0.0,,3.3,3.2,4.7
5122,143,0,Middle East & Africa,R&D,Finance & Accounting,Exceeds,Female,38,5,7,23,3.92,3.31,2.14,0.1648,,3.3,1.8,2.4
5123,814,0,North America,HR,Sales,Meets,Female,33,11,7,13,3.3,3.91,2.4,0.0383,,4.9,3.7,1.9
5124,319,0,Europe,Commercial,IT & Digital,Below,Male,36,6,11,27,3.25,3.28,3.06,0.0,,2.8,3.5,4.0
5125,349,0,Middle East & Africa,Commercial,Sales,Below,Female,38,7,10,25,4.1,3.84,3.65,0.0,,3.6,3.9,4.2
5126,382,0,Middle East & Africa,Manufacturing,IT & Digital,Meets,Male,40,15,8,26,3.5,3.29,2.23,0.0348,,2.8,4.2,1.5
5127,854,0,North America,HR,Supply Chain,Meets,Female,49,5,10,11,2.89,3.24,1.9,0.0383,2026-07-06,2.5,2.5,2.6
5128,903,0,Latin America,Finance,Clinical Operations,Meets,Female,32,10,9,11,4.32,4.91,3.39,0.0331,2026-03-04,,,
5129,933,0,Europe,Finance,IT & Digital,Far Exceeds,Female,46,30,5,11,2.79,2.66,3.45,0.1022,2026-05-11,,,
5130,922,0,Asia Pacific,Finance,Regulatory Affairs,Meets,Female,33,20,12,15,2.38,3.0,2.03,0.0331,,3.2,2.8,1.7
5131,782,1,Asia Pacific,HR,Human Resources,Exceeds,Female,38,17,10,16,2.26,2.56,2.97,0.0677,,3.6,4.4,2.3
5132,394,0,North America,Manufacturing,Human Resources,Meets,Male,44,18,10,20,2.93,2.7,3.92,0.0348,,2.1,2.7,3.2
5133,473,0,Europe,Manufacturing,Marketing,Meets,Male,41,30,7,14,3.33,2.78,4.3,0.0348,,4.1,3.4,3.6
5134,57,0,Europe,R&D,Regulatory Affairs,Meets,Female,25,14,12,20,3.54,3.22,3.87,0.0977,,2.3,2.9,4.1
5135,854,0,North America,HR,Medical Affairs,Meets,Male,45,10,12,32,3.08,2.84,3.1,0.0383,,3.4,3.1,1.7
5136,752,0,Europe,HR,Market Access,Meets,Male,40,8,9,19,2.98,3.63,2.32,0.0383,,3.2,3.3,1.5
5137,406,0,Latin America,Manufacturing,Marketing,Meets,Male,35,20,12,17,3.52,2.84,2.44,0.0348,,2.9,2.0,2.7
5138,550,0,North America,Digital,Finance & Accounting,Far Exceeds,Male,37,8,5,17,4.15,3.68,2.57,0.2363,,3.7,4.0,3.4
5139,558,0,Latin America,Digital,IT & Digital,Meets,Male,41,15,12,17,1.0,3.81,2.78,0.0853,,3.3,2.5,3.2
5140,19,0,Europe,R&D,Supply Chain,Exceeds,Female,42,15,7,18,1.62,2.94,3.48,0.1648,,3.4,3.2,4.2
5141,568,0,North America,Digital,Market Access,Meets,Male,41,9,11,27,4.07,1.43,2.43,0.0853,,5.0,3.8,2.9
5142,619,0,Europe,Digital,Sales,Meets,Female,34,9,7,14,2.93,3.47,2.42,0.0853,,3.6,3.4,2.7
5143,576,0,North America,Digital,Quality Assurance,Meets,Male,38,13,10,17,3.98,3.39,3.48,0.0853,2026-03-03,,,
5144,310,0,Europe,Commercial,Marketing,Meets,Female,33,2,10,19,2.11,2.41,1.44,0.0422,,3.3,1.5,2.5
5145,13,0,Latin America,R&D,Sales,Below,Male,43,16,5,7,3.24,2.06,3.14,0.0,,4.1,4.0,1.4
5146,473,0,Latin America,Manufacturing,Medical Affairs,Meets,Female,37,6,9,28,2.16,2.76,2.76,0.0348,,1.7,3.3,2.5
5147,639,0,Europe,Digital,Marketing,Exceeds,Male,41,7,10,16,3.57,2.77,2.61,0.1452,,3.6,5.0,3.6
5148,904,0,North America,Finance,Marketing,Meets,Female,35,16,12,19,2.98,3.04,1.85,0.0331,,2.2,1.8,2.4
5149,227,0,Asia Pacific,Commercial,Marketing,Exceeds,Male,39,10,7,14,1.99,2.97,2.32,0.0743,,2.4,3.1,1.3
5150,691,0,Latin America,Digital,Clinical Operations,Meets,Female,37,13,10,24,3.76,2.96,3.17,0.0853,,4.3,3.3,3.8
5151,327,0,Latin America,Commercial,Marketing,Meets,Male,31,26,6,30,3.73,1.0,2.71,0.0422,,2.8,2.8,1.0
5152,102,0,Asia Pacific,R&D,Clinical Operations,Meets,Male,45,22,5,20,3.02,3.96,3.58,0.0977,,4.8,3.1,2.3
5153,949,0,Europe,Finance,Sales,Below,Male,42,12,5,17,2.81,2.0,3.5,0.0,,3.1,1.6,3.0
5154,921,0,North America,Finance,Supply Chain,Below,Female,30,14,7,20,4.07,2.53,1.52,0.0,2026-02-26,,,
5155,1028,0,Europe,Finance,Clinical Operations,Meets,Male,33,18,8,26,3.57,1.85,1.0,0.0331,,3.9,2.4,1.6
5156,576,0,Middle East & Africa,Digital,Finance & Accounting,Far Below,Female,34,6,5,26,3.25,5.0,2.84,0.0,,4.1,5.0,2.2
5157,203,0,Latin America,Commercial,Clinical Operations,Below,Non-Binary/Other,46,27,5,11,2.24,3.29,2.37,0.0,,3.3,3.7,2.4
5158,959,0,Middle East & Africa,Finance,Finance & Accounting,Below,Male,43,13,12,22,4.95,2.77,2.47,0.0,,5.0,3.2,1.0
5159,772,0,Latin America,HR,Finance & Accounting,Far Below,Non-Binary/Other,39,6,6,19,3.22,1.85,2.68,0.0,,2.8,2.7,1.5
5160,875,0,Latin America,HR,Communications,Below,Male,29,16,11,14,4.7,3.44,1.91,0.0,,4.1,4.1,2.2
5161,223,0,Middle East & Africa,Commercial,Marketing,Meets,Female,41,1,10,14,2.79,2.83,2.9,0.0422,,3.5,4.2,4.6
5162,628,0,Middle East & Africa,Digital,Communications,Exceeds,Non-Binary/Other,39,24,12,18,2.94,3.06,2.99,0.1452,,3.0,2.6,3.0
5163,669,0,Europe,Digital,Supply Chain,Below,Non-Binary/Other,36,12,12,22,2.83,3.97,2.18,0.0,,3.5,3.8,3.9
5164,144,0,Middle East & Africa,R&D,Marketing,Below,Male,46,16,7,25,3.43,1.52,2.98,0.0,,3.4,1.7,3.2
5165,67,0,Europe,R&D,Sales,Meets,Female,37,21,11,15,3.27,3.73,1.58,0.0977,,3.5,4.2,2.8
5166,915,0,Europe,Finance,Marketing,Far Below,Male,45,8,9,20,3.86,1.91,2.38,0.0,,3.4,2.8,2.0
5167,525,0,Europe,Manufacturing,Finance & Accounting,Meets,Male,36,16,12,26,3.1,3.71,2.36,0.0348,2026-03-19,,,
5168,92,0,Latin America,R&D,Legal & Compliance,Below,Male,33,8,5,12,3.6,3.43,4.09,0.0,,3.6,3.4,4.4
5169,549,1,Latin America,Digital,Data Science,Meets,Male,31,13,8,23,3.74,1.0,2.95,0.0853,,4.8,1.0,4.3
5170,451,0,Middle East & Africa,Manufacturing,Pharmacovigilance,Below,Female,38,14,6,11,2.05,3.06,3.8,0.0,,2.7,2.2,3.0
5171,61,0,Latin America,R&D,Communications,Meets,Male,38,11,7,14,2.35,2.11,2.73,0.0977,,3.5,2.8,1.2
5172,270,0,Middle East & Africa,Commercial,Sales,Meets,Non-Binary/Other,32,4,6,11,2.23,4.04,2.07,0.0422,,2.8,4.9,3.0
5173,751,0,Latin America,HR,Regulatory Affairs,Below,Female,33,7,10,19,3.86,3.23,2.56,0.0,,4.5,4.1,4.1
5174,167,1,North America,R&D,Legal & Compliance,Far Exceeds,Female,45,18,12,27,4.25,1.9,1.8,0.2644,,5.0,2.7,1.9
5175,138,0,North America,R&D,Legal & Compliance,Meets,Female,42,7,11,21,2.88,2.52,2.51,0.0977,,2.9,1.5,2.4
5176,273,0,Middle East & Africa,Commercial,IT & Digital,Exceeds,Female,49,14,12,18,3.77,4.23,4.02,0.0743,,4.6,2.9,3.2
5177,653,0,Latin America,Digital,Market Access,Below,Male,28,18,10,17,2.89,2.69,3.35,0.0,2026-07-12,2.6,3.0,2.2
5178,1037,0,Latin America,Finance,Market Access,Below,Female,48,7,10,17,3.85,2.2,3.33,0.0,,2.8,3.7,1.4
5179,187,0,Europe,Commercial,Supply Chain,Meets,Male,33,31,12,17,5.0,4.43,3.49,0.0422,,4.3,5.0,4.8
5180,890,0,Asia Pacific,Finance,Data Science,Below,Male,30,17,5,13,4.62,3.25,2.61,0.0,2026-02-27,,,
5181,92,0,Middle East & Africa,R&D,Clinical Operations,Exceeds,Male,40,8,9,23,4.44,2.92,2.68,0.1648,,2.5,3.0,2.2
5182,663,0,Asia Pacific,Digital,Data Science,Meets,Female,27,14,8,26,4.82,2.16,2.59,0.0853,,4.2,1.2,3.6
5183,471,0,Asia Pacific,Manufacturing,Pharmacovigilance,Meets,Male,44,5,8,16,3.74,1.96,3.47,0.0348,,4.7,1.3,2.5
5184,144,0,Middle East & Africa,R&D,Sales,Below,Male,39,19,8,13,4.25,4.11,2.5,0.0,2026-10-02,4.5,2.1,3.2
5185,224,0,Latin America,Commercial,Supply Chain,Meets,Male,34,3,7,14,2.86,2.4,1.67,0.0422,,2.4,2.7,2.4
5186,450,0,Middle East & Africa,Manufacturing,Data Science,Meets,Male,44,13,9,10,3.91,2.61,2.17,0.0348,2026-01-20,,,
5187,726,0,Asia Pacific,HR,Medical Affairs,Meets,Female,37,8,10,17,2.5,3.48,5.0,0.0383,,3.4,4.4,3.0
5188,448,0,Latin America,Manufacturing,Clinical Operations,Meets,Female,38,6,7,10,4.61,3.98,3.68,0.0348,,5.0,4.6,3.3
5189,276,0,North America,Commercial,Data Science,Exceeds,Non-Binary/Other,42,23,11,25,2.53,2.75,2.13,0.0743,2026-12-02,3.2,3.1,3.1
5190,461,0,Middle East & Africa,Manufacturing,Supply Chain,Far Exceeds,Male,34,8,9,11,3.22,2.19,1.0,0.1069,,2.7,2.3,2.7
5191,201,0,Middle East & Africa,Commercial,Medical Affairs,Exceeds,Male,32,5,11,29,2.97,1.43,3.22,0.0743,,2.9,2.1,2.6
5192,52,0,Latin America,R&D,Communications,Meets,Male,37,13,5,14,3.37,4.94,3.43,0.0977,,4.0,3.7,3.3
5193,646,0,North America,Digital,Regulatory Affairs,Meets,Female,30,10,7,9,3.73,3.74,4.03,0.0853,,2.8,3.3,3.0
5194,738,0,North America,HR,Legal & Compliance,Below,Male,35,15,9,15,1.9,3.64,2.77,0.0,,2.8,3.6,2.2
5195,627,0,Latin America,Digital,Sales,Exceeds,Male,32,7,7,19,3.3,1.35,2.44,0.1452,,3.5,2.8,2.3
5196,660,1,Europe,Digital,Communications,Far Exceeds,Male,36,7,12,19,4.42,2.57,3.61,0.2363,,3.3,3.2,3.4
5197,585,0,Middle East & Africa,Digital,Sales,Far Below,Male,33,10,9,19,3.27,3.24,3.46,0.0,,2.5,2.8,4.1
5198,246,0,Middle East & Africa,Commercial,Communications,Meets,Male,36,7,6,9,3.95,2.58,3.56,0.0422,2026-10-22,3.5,4.5,3.6
5199,340,0,Asia Pacific,Commercial,Regulatory Affairs,Exceeds,Female,44,11,12,19,1.68,2.13,1.46,0.0743,2026-03-06,,,
5200,858,0,Latin America,HR,Communications,Below,Female,34,3,7,19,2.49,1.83,3.99,0.0,,3.5,1.0,3.3
5201,298,0,Asia Pacific,Commercial,Communications,Below,Male,40,21,8,28,4.71,3.01,2.93,0.0,,4.7,5.0,3.7
5202,898,1,Asia Pacific,Finance,Human Resources,Far Exceeds,Male,27,9,7,16,2.65,2.68,2.61,0.1022,,2.4,4.1,2.0
5203,236,0,North America,Commercial,Marketing,Exceeds,Male,36,5,12,24,2.89,2.6,2.22,0.0743,,3.4,5.0,1.0
5204,303,0,Middle East & Africa,Commercial,Market Access,Exceeds,Female,33,16,9,24,3.09,2.51,3.96,0.0743,,3.0,4.3,3.6
5205,175,0,Asia Pacific,Commercial,Medical Affairs,Below,Female,38,7,7,19,2.98,3.34,1.4,0.0,,3.6,5.0,3.1
5206,55,0,North America,R&D,Legal & Compliance,Meets,Female,35,8,9,19,1.0,1.63,1.0,0.0977,,2.1,2.2,2.4
